ComplexID,PondID,SiteID,Year,Survey Number,Site Name,Date,WaterTemp.Site,Air Temp,Conductivity,Weather,CatchOfDay,Time,SampleID,Species,SVL(TL),A/T,WaterTemp.Nearest,Symptoms,Mortality,RanaLoad,BDLoad,,Notes
06,02,06-02,2022,02,MiltonMarsh,7/5/2022,20.7,18.8,190.3,Cloudy,11,2:12,06-02-02-11,RSN,3.6,A,21.9,,,,,,
06,02,06-02,2022,02,MiltonMarsh,7/5/2022,20.7,18.8,190.3,Cloudy,12,2:12,06-02-02-12,RSN,3.7,A,21.9,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,01,9:31,06-02-03-01,RSN,4.0,A,23.8,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,02,9:36,06-02-03-02,RSN,3.7,A,23.6,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,03,9:40,06-02-03-03,RSN,3.4,T,23.9,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,04,9:42,06-02-03-04,GF,3.5,A,24.2,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,05,9:46,06-02-03-05,GF,3.7,T,24.3,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,06,9:49,06-02-03-06,GF,3.7,A,24.6,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,07,9:55,06-02-03-07,GF,4.1,A,24.6,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,08,10:00,06-02-03-08,GF,3.2,A,24.9,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,09,10:01,06-02-03-09,GF,3.6,A,24.8,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,10,10:14,06-02-03-10,GF,5.4,A,23.5,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,11,10:24,06-02-03-11,RSN,4.1,A,24.9,,,,,,
06,02,06-02,2022,03,MiltonMarsh,7/29/2022,21.9,22.5,207,sunny,12,10:28,06-02-03-12,RSN,3.8,A,34.9,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,01,10:57,07-01-01-01,GF,2.9,A,18.4,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,02,11:28,07-01-01-02,GF,2.7,T,18.5,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,03,11:29,07-01-01-03,GF,6.6,A,18.9,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,04,12:06,07-01-01-04,GF,3.1,T,20.2,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,05,12:17,07-01-01-05,GF,6.7,A,15.8,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,06,12:36,07-01-01-06,GF,2.5,T,20.6,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,07,12:42,07-01-01-07,GF,7.0,A,19.7,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,08,1:24,07-01-01-08,GF,7.4,A,21.1,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,09,1:29,07-01-01-09,GF,7.8,A,21.1,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,10,1:40,07-01-01-10,GF,2.6,A,21.7,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,11,1:47,07-01-01-11,GF,2.9,A,21.9,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,12,1:53,07-01-01-12,GF,2.6,A,22.1,,,,,,
07,01,07-01,2022,01,MuddyPond -RTLD,6/21/2022,20.1,16.4,,Overcast,13,1:54,07-01-01-13,GF,3.0,T,21.2,,,,,,
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,01,12:21,07-01-02-01,AB,5.6,A,31.5,,,,,,
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,02,12:27,07-01-02-02,AB,5.0,A,29.9,,,,,,
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,03,12:32,07-01-02-03,AB,4.9,A,29.8,,,,,,
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,04,12:47,07-01-02-04,AB,4.5,A,29.5,,,,,,HAS A LESION ON BACK
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,05,12:58,07-01-02-05,AB,6.4,A,29.9,,,,,,
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,06,1:02,07-01-02-06,GF,3.4,A,29.6,,,,,,
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,07,1:04,07-01-02-07,AB,4.7,A,24.6,,,,,,
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,08,1:09,07-01-02-08,AB,5.2,A,28.6,,,,,,
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,09,1:14,07-01-02-09,GF,8.9,A,28.8,,,,,,
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,10,1:14,07-01-02-10,AB,4.3,A,29.4,,,,,,HAS TAIL
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,11,1:22,07-01-02-11,AB,5.1,A,28.2,,,,,,HAS TAIL
07,01,07-01,2022,02,MuddyPond -RTLD,7/21/2022,27.9,28.1,132.9,partly cloudy,12,1:37,07-01-02-12,AB,4.7,A,28.5,,,,,,HAS TAIL
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,01,10:19,07-02-01-01,GF,3.1,T,25.1,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,02,10:26,07-02-01-02,AB,6.3,A,25.4,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,03,10:31,07-02-01-03,GF,3.1,A,26.3,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,04,10:36,07-02-01-04,GF,3.0,A,25.3,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,05,10:38,07-02-01-05,GF,3.1,T,25.6,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,06,10:45,07-02-01-06,GF,3.4,A,25.9,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,07,10:49,07-02-01-07,GF,3.4,A,24.7,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,08,11:02,07-02-01-08,GF,8.4,T,25.3,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,09,11:11,07-02-01-09,GF,6.7,T,25.2,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,10,11:22,07-02-01-10,GF,2.6,A,25.2,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,11,11:26,07-02-01-11,AB,6.2,A,25.6,,,,,,
07,02,07-02,2022,01,Rocky Pond - RTLD,7/1/2022,28.1,31.3,12,Sunny,12,11:33,07-02-01-12,GF,7.2,T,25.8,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,01,11:39,07-02-02-01,PF,2.6,T,25.9,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,02,11:44,07-02-02-02,GF,3.1,A,22.8,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,03,11:56,07-02-02-03,GF,3.2,A,29.1,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,04,11:57,07-02-02-04,GF,4.1,T,29.1,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,05,12:01,07-02-02-05,GF,3.3,A,22.0,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,06,12:04,07-02-02-06,PF,2.6,T,27.5,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,07,12:08,07-02-02-07,PF,2.4,T,27.5,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,08,12:09,07-02-02-08,PF,2.4,T,27.3,,,,,,NUB
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,09,12:15,07-02-02-09,GF,3.2,A,26.6,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,10,12:16,07-02-02-10,GF,2.9,A,25.1,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,11,12:31,07-02-02-11,GF,3.3,A,25.3,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,12,12:44,07-02-02-12,GF,3.1,A,26.3,,,,,,
07,02,07-02,2022,02,Rocky Pond - RTLD,7/27/2022,21.1,25.2,11.6,sunny,13,12:50,07-02-02-13,GF,2.9,A,28.3,,,,,,
08,01,08-01,2022,01,Harms way-01,6/15/2022,24.3,25,,Sunny+windy,01,12:51,08-01-01-01,AB,6.5,A,24.7,,,,,,
08,01,08-01,2022,01,Harms way-01,6/15/2022,24.3,25,,Sunny+windy,02,12:59,08-01-01-02,AB,7.9,A,25.3,,,,,,
08,01,08-01,2022,01,Harms way-01,6/15/2022,24.3,25,,Sunny+windy,03,1:02,08-01-01-03,GF,6.7,A,24.5,,,,,,
08,01,08-01,2022,01,Harms way-01,6/15/2022,24.3,25,,Sunny+windy,04,1:19,08-01-01-04,GF,5.3,T,24.7,,,,,,
08,01,08-01,2022,01,Harms way-01,6/15/2022,24.3,25,,Sunny+windy,05,1:40,08-01-01-05,GF,5.8,A,26.2,,,,,,
08,01,08-01,2022,01,Harms way-01,6/15/2022,24.3,25,,Sunny+windy,06,1:45,08-01-01-06,AB,5.6,,25.2,,,,,,
08,01,08-01,2022,01,Harms way-01,6/15/2022,24.3,25,,Sunny+windy,07,2:09,08-01-01-07,GF,5.4,A,25.7,,,,,,
08,01,08-01,2022,02,Harms Way-01,7/22/2022,25.6,,121.1,sunny,01,10:02,08-01-02-01,AB,7.8,A,26.6,,,,,,
08,01,08-01,2022,02,Harms Way-01,7/22/2022,25.6,,121.1,sunny,02,10:14,08-01-02-02,GF,2.7,A,26.8,,,,,,
08,01,08-01,2022,02,Harms Way-01,7/22/2022,25.6,,121.1,sunny,03,10:24,08-01-02-03,GF,3.3,A,26.0,,,,,,
08,01,08-01,2022,02,Harms Way-01,7/22/2022,25.6,,121.1,sunny,04,10:27,08-01-02-04,GF,7.5,A,27.2,,,,,,
08,01,08-01,2022,02,Harms Way-01,7/22/2022,25.6,,121.1,sunny,05,10:32,08-01-02-05,GF,2.9,A,25.3,,,,,,HAS LEECH
08,01,08-01,2022,02,Harms Way-01,7/22/2022,25.6,,121.1,sunny,06,10:40,08-01-02-06,GF,3.5,A,24.8,,,,,,
08,01,08-01,2022,02,Harms Way-01,7/22/2022,25.6,,121.1,sunny,07,11:03,08-01-02-07,GF,8.1,A,26.9,,,,,,HAS LEECH
08,01,08-01,2022,02,Harms Way-01,7/22/2022,25.6,,121.1,sunny,08,11:09,08-01-02-08,GF,7.1,A,27.0,,,,,,HAS 2 LEECHES
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,01,8:24,08-02-01-01,GF,5.9,A,21.1,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,02,8:34,08-02-01-02,GF,6.4,T,21.2,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,03,8:46,08-02-01-03,GF,3.9,A,19.6,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,04,8:56,08-02-01-04,GF,4.6,T,20.8,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,05,9:05,08-02-01-05,GF,3.7,A,20.9,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,06,9:08,08-02-01-06,GF,5.9,A,20.9,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,07,9:19,08-02-01-07,GF,5.6,A,21.2,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,08,9:36,08-02-01-08,GF,3.9,A,21.7,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,09,9:40,08-02-01-09,GF,4.0,A,22.3,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,10,9:45,08-02-01-10,GF,5.4,A,21.3,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,11,9:50,08-02-01-11,GF,3.9,A,21.5,,,,,,
08,02,08-02,2022,01,Harms way-02,6/16/2022,20.8,22.6,,Sunny+windy,12,9:54,08-02-01-12,GF,5.2,T,22.8,,,,,,
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,01,1:17,08-02-02-01,GF,7.7,A,27.9,,,,,,
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,02,1:22,08-02-02-02,GF,6.9,A,28.1,,,,,,
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,03,1:28,08-02-02-03,GF,5.5,A,28.2,,,,,,
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,04,1:36,08-02-02-04,GF,7.7,A,29.1,,,,,,
,,,2022,,,,,,,,,,,,,,,,,,,,"Misscounted, no #5"
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,06,1:40,08-02-02-06,GF,3.9,A,28.7,,,,,,
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,07,1:46,08-02-02-07,GF,3.4,A,28.1,,,,,,
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,08,2:00,08-02-02-08,GF,3.3,A,29.9,,,,,,
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,09,2:26,08-02-02-09,GF,8.4,T,28.5,,,,,,
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,10,2:31,08-02-02-10,GF,7.1,A,28.5,,,,,,
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,11,2:41,08-02-02-11,GF,6.2,T,29.0,,,,,,
08,02,08-02,2022,02,Harms Way-02,7/22/2022,29.8,34.3,266,sunny/hot,12,3:15,08-02-02-12,GF,6.7,A,29.3,,,,,,
09,01,09-01,2022,02,GilbrookRes-01,7/6/2022,21.3,18.5,1411,Rain,01,8:38,09-01-02-01,GF,3.2,T,22.9,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,01,2:41,09-01-03-01,GF,4.1,A,29.4,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,02,2:45,09-01-03-02,AB,4.9,A,29.4,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,03,2:56,09-01-03-03,PF,3.2,T,29.5,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,04,3:14,09-01-03-04,GF,3.7,T,29.8,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,05,3:16,09-01-03-05,PF,3.2,T,29.8,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,06,3:17,09-01-03-06,PF,3.1,T,29.8,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,07,3:22,09-01-03-07,GF,3.1,T,29.6,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,08,3:24,09-01-03-08,GF,3.4,T,29.8,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,09,3:28,09-01-03-09,PF,3.8,T,29.9,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,10,3:33,09-01-03-10,PF,3.3,T,29.9,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,11,3:43,09-01-03-11,PF,3.1,T,30.5,,,,,,
09,01,09-01,2022,03,GilbrookRes-01,8/1/2022,29.4,34.4,1318,sunny,12,3:47,09-01-03-12,GF,4.0,T,30.8,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,01,10:31,09-02-01-01,GF,8.3,A,20.5,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,02,10:31,09-02-01-02,AB,8.5,A,20.5,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,03,11:07,09-02-01-03,GF,6.5,A,20.6,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,04,11:43,09-02-01-04,GF,4.7,T,21.2,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,05,1:16,09-02-01-05,GF,3.8,A,20.6,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,06,1:21,09-02-01-06,GF,5.8,A,20.5,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,07,1:26,09-02-01-07,GF,4.3,A,20.1,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,08,1:36,09-02-01-08,GF,5.9,A,19.9,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,09,1:48,09-02-01-09,GF,4.6,A,20.3,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,10,1:55,09-02-01-10,GF,4.5,A,18.5,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,11,2:01,09-02-01-11,GF,2.6,T,20.6,,,,,,
09,02,09-02,2022,01,GilbrookRes-02,5/27/2022,20.5,20.2,,Overcast,12,2:08,09-02-01-12,GF,4.5,A,21.1,,,,,,
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,01,9:53,09-02-02-01,GF,5.2,,21.9,,,,,,
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,02,10:07,09-02-02-02,GF,4.1,,21.5,,,,,,
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,03,10:18,09-02-02-03,GF,3.5,,21.1,"Red legs, swollen",,,,,
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,04,10:30,09-02-02-04,GF,3.7,,22.5,,,,,,
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,05,11:02,09-02-02-05,AB,4.5,,22.5,,,,,,
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,06,11:07,09-02-02-06,GF,3.7,,22.1,,,,,,Tail
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,07,11:29,09-02-02-07,GF,6.8,,19.8,,,,,,
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,08,11:49,09-02-02-08,AB,4.0,,21.6,,,,,,Tail
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,09,11:52,09-02-02-09,AB,3.9,,21.9,,,,,,
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,10,11:55,09-02-02-10,AB,3.8,,21.1,,,,,,arm circles
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,11,12:00,09-02-02-11,AB,3.8,,21.8,,,,,,Tail
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,12,12:04,09-02-02-12,AB,4.6,,21.7,,,,,,
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,13,12:08,09-02-02-13,GF,4.0,,21.8,,,,,,escaped but got some swabs
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,14,12:10,09-02-02-14,GF,5.4,,23.2,,,,,,
09,02,09-02,2022,02,GilbrookRes-02,7/6/2022,19.9,19.8,1437,Overcast,15,12:19,09-02-02-15,GF,2.7,,23.5,,,,,,Tail
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,01,11:16,09-02-03-01,GF,3.5,T,24.8,,,,,,
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,02,11:16,09-02-03-02,GF,3.8,A,24.8,,,,,,
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,03,11:54,09-02-03-03,GF,4.1,T,26.5,,,,,,
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,04,11:56,09-02-03-04,GF,4.2,A,26.2,,,,,,
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,05,11:58,09-02-03-05,GF,3.4,T,25.5,,,,,,
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,06,12:01,09-02-03-06,GF,3.0,T,23.9,,,,,,
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,07,12:08,09-02-03-07,GF,3.7,A,26.3,,,,,,
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,08,12:36,09-02-03-08,GF,3.8,A,29.1,,,,,,
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,09,12:41,09-02-03-09,GF,2.8,T,29.1,,,,,,TAIL NUB
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,10,12:47,09-02-03-10,GF,7.0,T,25.5,,,,,,
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,11,12:49,09-02-03-11,GF,4.2,T,25.5,,,,,,
09,02,09-02,2022,03,GilbrookRes-02,8/1/2022,25.1,26.2,1344,sunny,12,12:50,09-02-03-12,GF,2.9,A,27.1,,,,,,
09,03,09-03,2022,01,GilbrookRes-03,5/31/2022,18.3,18.3,,Sunny,01,8:56,09-03-01-01,AB,10.1,A,18.1,,,,,,
09,03,09-03,2022,01,GilbrookRes-03,5/31/2022,18.3,18.3,,Sunny,02,9:14,09-03-01-02,AB,8.6,A,17.1,,,,,,
09,03,09-03,2022,01,GilbrookRes-03,5/31/2022,18.3,18.3,,Sunny,03,9:29,09-03-01-03,GF,5.4,,16.4,,,,,,
09,03,09-03,2022,01,GilbrookRes-03,5/31/2022,18.3,18.3,,Sunny,04,9:50,09-03-01-04,GF,7.8,T,19.1,,,,,,
09,03,09-03,2022,01,GilbrookRes-03,5/31/2022,18.3,18.3,,Sunny,05,9:59,09-03-01-05,GF,5.7,T,19.5,,,,,,
09,03,09-03,2022,01,GilbrookRes-03,5/31/2022,18.3,18.3,,Sunny,06,10:05,09-03-01-06,AB,10.5,A,18.6,,,,,,
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,01,8:52,09-03-02-01,GF,3.5,A,18.2,,,,,,Arm circles
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,02,9:04,09-03-02-02,AB,4.2,A,18.2,,,,,,Arm circles
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,03,9:16,09-03-02-03,AB,4.4,A,18.1,,,,,,
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,04,9:24,09-03-02-04,GF,3.4,T,17.4,,,,,,
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,05,9:39,09-03-02-05,AB,6.4,A,17.6,,,,,,
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,06,9:47,09-03-02-06,GF,4.1,T,17.4,,,,,,Circles
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,07,9:51,09-03-02-07,GF,3.0,T,18.2,,,,,,
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,08,9:53,09-03-02-08,GF,3.8,A,18.7,,,,,,Tail
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,09,9:55,09-03-02-09,AB,4.6,T,18.2,,,,,,
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,10,9:58,09-03-02-10,GF,3.8,T,18.2,,,,,,Tail
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,11,10:24,09-03-02-11,AB,3.8,A,17.3,,,,,,Circles
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,12,10:31,09-03-02-12,GF,5.0,A,18.4,,,,,,
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,13,10:32,09-03-02-13,AB,4.4,A,18.4,,,,,,
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,14,10:43,09-03-02-14,GF,3.6,T,18.3,,,,,,Tail
